,Step,Time,xb,yb,zb,Bx,By,Bz
0,0,0.0,1e-05,0.01,0,0.0,0.0,0
1,1,0.1,1e-05,0.01,0,-0.0004221652787418,0.0280883094998361,0
2,2,0.2,1e-05,0.01,0,-0.0008480099003542,0.0571037872860238,0
3,3,0.3,1e-05,0.01,0,-0.0012734495585457,0.0869096324783369,0
4,4,0.4,1e-05,0.01,0,-0.0016955134506296,0.1173350295121992,0
5,5,0.5,1e-05,0.01,0,-0.0021113916024042,0.148208565130247,0
6,6,0.6,1e-05,0.01,0,-0.0025185276534888,0.1793595716519361,0
7,7,0.7,1e-05,0.01,0,-0.0029145812967587,0.2106024157354578,0
8,8,0.7999999999999999,1e-05,0.01,0,-0.0032974675246808,0.2417421682976476,0
9,9,0.8999999999999999,1e-05,0.01,0,-0.003665234911389,0.2725917073256958,0
10,10,1.0,1e-05,0.01,0,-0.0040161116628497,0.3029506253937877,0
11,11,1.1,1e-05,0.01,0,-0.0043485193069758,0.3326210536883523,0
12,12,1.2,1e-05,0.01,0,-0.004661087685424,0.3614079960633685,0
13,13,1.3,1e-05,0.01,0,-0.0049526330735503,0.3891136496899626,0
14,14,1.4,1e-05,0.01,0,-0.0052221708390429,0.4155441173410549,0
15,15,1.5,1e-05,0.01,0,-0.0054689106868624,0.4405129261616972,0
16,16,1.6,1e-05,0.01,0,-0.0056922298683853,0.4638446347599382,0
17,17,1.7,1e-05,0.01,0,-0.0058916492348255,0.4853692147062986,0
18,18,1.8,1e-05,0.01,0,-0.0060668525801057,0.5049323071053805,0
19,19,1.900000000000001,1e-05,0.01,0,-0.0062175769524863,0.5223962821209007,0
20,20,2.0,1e-05,0.01,0,-0.0063436971639346,0.5376383327654862,0
21,21,2.100000000000001,1e-05,0.01,0,-0.0064451532872684,0.5505558173442685,0
22,22,2.200000000000001,1e-05,0.01,0,-0.0065218792336913,0.5610692735012386,0
23,23,2.300000000000001,1e-05,0.01,0,-0.0065738834405937,0.56912347477356,0
24,24,2.400000000000001,1e-05,0.01,0,-0.0066011846386826,0.5746898930544407,0
25,25,2.500000000000001,1e-05,0.01,0,-0.0066037762405104,0.5777725394500158,0
26,26,2.600000000000001,1e-05,0.01,0,-0.0065816595052821,0.5784143586331142,0
27,27,2.700000000000001,1e-05,0.01,0,-0.0065349031485302,0.5767075927013658,0
28,28,2.800000000000001,1e-05,0.01,0,-0.0064639247418932,0.5728415093078437,0
29,29,2.900000000000001,1e-05,0.01,0,-0.0063691355577449,0.5670116154548989,0
30,30,3.000000000000001,1e-05,0.01,0,-0.006250530445977,0.5593453747820898,0
31,31,3.100000000000001,1e-05,0.01,0,-0.0061076122061059,0.5499046643582882,0
32,32,3.200000000000002,1e-05,0.01,0,-0.0059400947864332,0.538761609606935,0
33,33,3.300000000000002,1e-05,0.01,0,-0.0057479657099625,0.5259352344823718,0
34,34,3.400000000000002,1e-05,0.01,0,-0.0055317318047511,0.51144296201547,0
35,35,3.500000000000002,1e-05,0.01,0,-0.005291867993924,0.4952871966185187,0
36,36,3.600000000000002,1e-05,0.01,0,-0.0050292463483446,0.4774958100431622,0
37,37,3.700000000000002,1e-05,0.01,0,-0.0047447121696054,0.4580845303476295,0
38,38,3.800000000000002,1e-05,0.01,0,-0.0044394127341044,0.4370742385096595,0
