,Step,Time,xj,yj,zj,Jx,Jy,Jz
0,0,0.0,1e-05,0,0,0,0,0.0
1,1,0.1,1e-05,0,0,0,0,-1.792756502513626e-25
2,2,0.2,1e-05,0,0,0,0,-3.676950272458354e-25
3,3,0.3,1e-05,0,0,0,0,-5.663924262558903e-25
4,4,0.4,1e-05,0,0,0,0,-7.449423288014876e-25
5,5,0.5,1e-05,0,0,0,0,-7.532120028436381e-25
6,6,0.6,1e-05,0,0,0,0,-4.630174961854012e-25
7,7,0.7,1e-05,0,0,0,0,1.03738342306665e-25
8,8,0.7999999999999999,1e-05,0,0,0,0,8.309266903975077e-25
9,9,0.8999999999999999,1e-05,0,0,0,0,1.477942466280699e-24
10,10,1.0,1e-05,0,0,0,0,1.6018733499584321e-24
11,11,1.1,1e-05,0,0,0,0,7.24557111782116e-25
12,12,1.2,1e-05,0,0,0,0,-1.48062557452267e-24
13,13,1.3,1e-05,0,0,0,0,-4.3563603630694455e-24
14,14,1.4,1e-05,0,0,0,0,-7.363970316745457e-24
15,15,1.5,1e-05,0,0,0,0,-9.468823957201602e-24
16,16,1.6,1e-05,0,0,0,0,-9.126506898230356e-24
17,17,1.7,1e-05,0,0,0,0,-7.773017401082248e-24
18,18,1.8,1e-05,0,0,0,0,-5.285670791516551e-24
19,19,1.900000000000001,1e-05,0,0,0,0,-2.3915432274175812e-24
20,20,2.0,1e-05,0,0,0,0,6.3151417586688605e-25
21,21,2.100000000000001,1e-05,0,0,0,0,-2.7286513458785942e-24
22,22,2.200000000000001,1e-05,0,0,0,0,-8.306788619015448e-24
23,23,2.300000000000001,1e-05,0,0,0,0,-1.167589098776339e-23
24,24,2.400000000000001,1e-05,0,0,0,0,-1.424728874128677e-23
25,25,2.500000000000001,1e-05,0,0,0,0,-1.929232287802441e-23
26,26,2.600000000000001,1e-05,0,0,0,0,-2.7941683953335773e-23
27,27,2.700000000000001,1e-05,0,0,0,0,-3.64133576010239e-23
28,28,2.800000000000001,1e-05,0,0,0,0,-4.2791951627443e-23
29,29,2.900000000000001,1e-05,0,0,0,0,-4.743741121977158e-23
30,30,3.000000000000001,1e-05,0,0,0,0,-5.106973101460762e-23
31,31,3.100000000000001,1e-05,0,0,0,0,-5.413519111531161e-23
32,32,3.200000000000002,1e-05,0,0,0,0,-5.680750707023186e-23
33,33,3.300000000000002,1e-05,0,0,0,0,-5.915423714413134e-23
34,34,3.400000000000002,1e-05,0,0,0,0,-6.122622481922936e-23
35,35,3.500000000000002,1e-05,0,0,0,0,-6.307253419516352e-23
36,36,3.600000000000002,1e-05,0,0,0,0,-6.47370768779627e-23
37,37,3.700000000000002,1e-05,0,0,0,0,-6.625625890576116e-23
