,Step,Time,xj,yj,zj,Jx,Jy,Jz
0,0,0.0,0.0,0.001,0,0,0,0.0
1,1,0.1,0.0,0.001,0,0,0,-4.2524220074494814e-19
2,2,0.2,0.0,0.001,0,0,0,-8.615451976839589e-19
3,3,0.3,0.0,0.001,0,0,0,-1.3109387737309791e-18
4,4,0.4,0.0,0.001,0,0,0,-1.7747176830181422e-18
5,5,0.5,0.0,0.001,0,0,0,-2.25444263679965e-18
6,6,0.6,0.0,0.001,0,0,0,-2.7517287683417013e-18
7,7,0.7,0.0,0.001,0,0,0,-3.2662054110384563e-18
8,8,0.7999999999999999,0.0,0.001,0,0,0,-3.7824503468069254e-18
9,9,0.8999999999999999,0.0,0.001,0,0,0,-4.2498783439333544e-18
10,10,1.0,0.0,0.001,0,0,0,-4.583610309016205e-18
11,11,1.1,0.0,0.001,0,0,0,-4.6944825483663325e-18
12,12,1.2,0.0,0.001,0,0,0,-4.5048308737107735e-18
13,13,1.3,0.0,0.001,0,0,0,-3.968368741950365e-18
14,14,1.4,0.0,0.001,0,0,0,-3.085698423322671e-18
15,15,1.5,0.0,0.001,0,0,0,-1.7888289900412922e-18
16,16,1.6,0.0,0.001,0,0,0,-1.255726933168312e-19
17,17,1.7,0.0,0.001,0,0,0,1.758488542649e-18
18,18,1.8,0.0,0.001,0,0,0,3.667107669364122e-18
19,19,1.900000000000001,0.0,0.001,0,0,0,5.492828642188534e-18
20,20,2.0,0.0,0.001,0,0,0,6.5519187803044856e-18
21,21,2.100000000000001,0.0,0.001,0,0,0,6.9230409453753775e-18
22,22,2.200000000000001,0.0,0.001,0,0,0,5.496052172108022e-18
23,23,2.300000000000001,0.0,0.001,0,0,0,1.826825522859799e-18
24,24,2.400000000000001,0.0,0.001,0,0,0,-2.970678559894117e-18
25,25,2.500000000000001,0.0,0.001,0,0,0,-9.328426402531248e-18
26,26,2.600000000000001,0.0,0.001,0,0,0,-1.883559769708249e-17
27,27,2.700000000000001,0.0,0.001,0,0,0,-2.795155802919452e-17
28,28,2.800000000000001,0.0,0.001,0,0,0,-3.1820061707241826e-17
29,29,2.900000000000001,0.0,0.001,0,0,0,-3.5312602083514526e-17
30,30,3.000000000000001,0.0,0.001,0,0,0,-3.983508302741887e-17
31,31,3.100000000000001,0.0,0.001,0,0,0,-3.6471019721054e-17
32,32,3.200000000000002,0.0,0.001,0,0,0,-3.186076826698221e-17
33,33,3.300000000000002,0.0,0.001,0,0,0,-2.795655858324646e-17
34,34,3.400000000000002,0.0,0.001,0,0,0,-2.497618073197828e-17
35,35,3.500000000000002,0.0,0.001,0,0,0,-2.2826965572188428e-17
36,36,3.600000000000002,0.0,0.001,0,0,0,-2.1366924014414988e-17
37,37,3.700000000000002,0.0,0.001,0,0,0,-2.0447870370837228e-17
38,38,3.800000000000002,0.0,0.001,0,0,0,-1.993339838692959e-17
39,39,3.900000000000002,0.0,0.001,0,0,0,-1.9710119067992448e-17
40,40,4.000000000000002,0.0,0.001,0,0,0,-1.9692168988626538e-17
41,41,4.100000000000001,0.0,0.001,0,0,0,-1.981716509327391e-17
42,42,4.200000000000001,0.0,0.001,0,0,0,-2.0042096256009028e-17
43,43,4.300000000000001,0.0,0.001,0,0,0,-2.033778315893309e-17
44,44,4.4,0.0,0.001,0,0,0,-2.0684124651292928e-17
45,45,4.5,0.0,0.001,0,0,0,-2.106783403298527e-17
46,46,4.6,0.0,0.001,0,0,0,-2.14799295963472e-17
47,47,4.699999999999999,0.0,0.001,0,0,0,-2.1914326297065268e-17
48,48,4.799999999999999,0.0,0.001,0,0,0,-2.236694716916527e-17
49,49,4.899999999999999,0.0,0.001,0,0,0,-2.2835109365434307e-17
50,50,4.999999999999998,0.0,0.001,0,0,0,-2.331671994048341e-17
51,51,5.099999999999998,0.0,0.001,0,0,0,-2.3810832618878457e-17
52,52,5.199999999999998,0.0,0.001,0,0,0,-2.4316404669836147e-17
53,53,5.299999999999997,0.0,0.001,0,0,0,-2.4832512155065058e-17
54,54,5.399999999999997,0.0,0.001,0,0,0,-2.53559000165145e-17
55,55,5.499999999999996,0.0,0.001,0,0,0,-2.5886360608588278e-17
56,56,5.599999999999996,0.0,0.001,0,0,0,-2.642945305590216e-17
57,57,5.699999999999996,0.0,0.001,0,0,0,-2.6987216317493368e-17
58,58,5.799999999999995,0.0,0.001,0,0,0,-2.7560555503559587e-17
59,59,5.899999999999995,0.0,0.001,0,0,0,-2.815024779286683e-17
60,60,5.999999999999995,0.0,0.001,0,0,0,-2.877013652976343e-17
61,61,6.099999999999994,0.0,0.001,0,0,0,-2.942576126079275e-17
62,62,6.199999999999994,0.0,0.001,0,0,0,-3.007257637909128e-17
63,63,6.299999999999994,0.0,0.001,0,0,0,-3.067247224528287e-17
64,64,6.399999999999993,0.0,0.001,0,0,0,-3.122879220069473e-17
65,65,6.499999999999993,0.0,0.001,0,0,0,-3.178724324492099e-17
66,66,6.599999999999993,0.0,0.001,0,0,0,-3.2399224337902286e-17
67,67,6.699999999999992,0.0,0.001,0,0,0,-3.3055862572079516e-17
68,68,6.799999999999992,0.0,0.001,0,0,0,-3.368175970960424e-17
69,69,6.899999999999991,0.0,0.001,0,0,0,-3.425780636013632e-17
70,70,6.999999999999991,0.0,0.001,0,0,0,-3.488794659838463e-17
71,71,7.099999999999991,0.0,0.001,0,0,0,-3.556350227008978e-17
72,72,7.19999999999999,0.0,0.001,0,0,0,-3.615873671048982e-17
73,73,7.29999999999999,0.0,0.001,0,0,0,-3.677852132455371e-17
74,74,7.39999999999999,0.0,0.001,0,0,0,-3.740883691792673e-17
75,75,7.499999999999989,0.0,0.001,0,0,0,-3.741037036495195e-17
76,76,7.599999999999989,0.0,0.001,0,0,0,-3.6233756095890957e-17
77,77,7.699999999999989,0.0,0.001,0,0,0,-3.427965817232901e-17
78,78,7.799999999999988,0.0,0.001,0,0,0,-3.185779856936572e-17
79,79,7.899999999999988,0.0,0.001,0,0,0,-2.8702951720377804e-17
80,80,7.999999999999988,0.0,0.001,0,0,0,-2.218268963278605e-17
81,81,8.099999999999987,0.0,0.001,0,0,0,-1.180190691627235e-17
82,82,8.199999999999987,0.0,0.001,0,0,0,3.5479681358898083e-19
83,83,8.299999999999986,0.0,0.001,0,0,0,1.2144449721205999e-17
84,84,8.399999999999986,0.0,0.001,0,0,0,1.842270469212352e-17
85,85,8.499999999999986,0.0,0.001,0,0,0,2.0030411643537258e-17
86,86,8.599999999999985,0.0,0.001,0,0,0,2.159137614374662e-17
87,87,8.699999999999985,0.0,0.001,0,0,0,2.9543331525738687e-17
88,88,8.799999999999985,0.0,0.001,0,0,0,3.568370728942525e-17
89,89,8.899999999999984,0.0,0.001,0,0,0,2.708515968941411e-17
90,90,8.999999999999984,0.0,0.001,0,0,0,1.1120860760937929e-17
91,91,9.099999999999984,0.0,0.001,0,0,0,3.484573274476871e-18
92,92,9.199999999999983,0.0,0.001,0,0,0,3.281218865287419e-18
93,93,9.299999999999985,0.0,0.001,0,0,0,4.919907473729753e-18
94,94,9.399999999999984,0.0,0.001,0,0,0,6.633997940805903e-18
95,95,9.499999999999982,0.0,0.001,0,0,0,8.105390246678953e-18
96,96,9.599999999999982,0.0,0.001,0,0,0,9.337943327073987e-18
97,97,9.699999999999982,0.0,0.001,0,0,0,1.038775697709173e-17
98,98,9.79999999999998,0.0,0.001,0,0,0,1.1306458079550789e-17
99,99,9.89999999999998,0.0,0.001,0,0,0,1.2132102652035609e-17
100,100,9.99999999999998,0.0,0.001,0,0,0,1.289188156355961e-17
101,101,10.09999999999998,0.0,0.001,0,0,0,1.36041389025559e-17
102,102,10.19999999999998,0.0,0.001,0,0,0,1.428204681905609e-17
103,103,10.29999999999998,0.0,0.001,0,0,0,1.493518851165678e-17
104,104,10.39999999999998,0.0,0.001,0,0,0,1.557020971184898e-17
105,105,10.49999999999998,0.0,0.001,0,0,0,1.6192223682462368e-17
106,106,10.59999999999998,0.0,0.001,0,0,0,1.6805229478490238e-17
107,107,10.69999999999998,0.0,0.001,0,0,0,1.7412138348755218e-17
108,108,10.79999999999998,0.0,0.001,0,0,0,1.801539644081657e-17
109,109,10.89999999999998,0.0,0.001,0,0,0,1.861695445063659e-17
110,110,10.99999999999998,0.0,0.001,0,0,0,1.9218212612278168e-17
111,111,11.09999999999998,0.0,0.001,0,0,0,1.982083576556659e-17
112,112,11.19999999999998,0.0,0.001,0,0,0,2.0425610502763228e-17
113,113,11.29999999999998,0.0,0.001,0,0,0,2.10329564488147e-17
114,114,11.39999999999998,0.0,0.001,0,0,0,2.164202131171289e-17
115,115,11.49999999999998,0.0,0.001,0,0,0,2.224974661941997e-17
116,116,11.59999999999997,0.0,0.001,0,0,0,2.286224632367037e-17
117,117,11.69999999999997,0.0,0.001,0,0,0,2.348390689765862e-17
118,118,11.79999999999997,0.0,0.001,0,0,0,2.411676522596421e-17
119,119,11.89999999999997,0.0,0.001,0,0,0,2.476023099027754e-17
120,120,11.99999999999997,0.0,0.001,0,0,0,2.5424470117999467e-17
121,121,12.09999999999997,0.0,0.001,0,0,0,2.6123911429151068e-17
122,122,12.19999999999997,0.0,0.001,0,0,0,2.682814585484694e-17
123,123,12.29999999999997,0.0,0.001,0,0,0,2.749076433874272e-17
124,124,12.39999999999997,0.0,0.001,0,0,0,2.810368378059551e-17
125,125,12.49999999999997,0.0,0.001,0,0,0,2.8702788238908446e-17
126,126,12.59999999999997,0.0,0.001,0,0,0,2.9345520606131246e-17
127,127,12.69999999999997,0.0,0.001,0,0,0,3.003905268069477e-17
128,128,12.79999999999997,0.0,0.001,0,0,0,3.073653163258973e-17
129,129,12.89999999999997,0.0,0.001,0,0,0,3.137423557992621e-17
130,130,12.99999999999997,0.0,0.001,0,0,0,3.201677908279178e-17
131,131,13.09999999999997,0.0,0.001,0,0,0,3.279783757438816e-17
132,132,13.19999999999997,0.0,0.001,0,0,0,3.351877761424375e-17
133,133,13.29999999999997,0.0,0.001,0,0,0,3.424383928511995e-17
134,134,13.39999999999997,0.0,0.001,0,0,0,3.5018415758801067e-17
135,135,13.49999999999997,0.0,0.001,0,0,0,3.5535627440191005e-17
136,136,13.59999999999997,0.0,0.001,0,0,0,3.493782806267714e-17
137,137,13.69999999999997,0.0,0.001,0,0,0,3.349983148937097e-17
138,138,13.79999999999997,0.0,0.001,0,0,0,3.164683728452878e-17
139,139,13.89999999999997,0.0,0.001,0,0,0,2.9372284291894525e-17
140,140,13.99999999999997,0.0,0.001,0,0,0,2.4412577904514908e-17
141,141,14.09999999999997,0.0,0.001,0,0,0,1.4834180158791828e-17
142,142,14.19999999999997,0.0,0.001,0,0,0,2.687942855036419e-18
143,143,14.29999999999997,0.0,0.001,0,0,0,-1.0365958770887379e-17
144,144,14.39999999999996,0.0,0.001,0,0,0,-1.973828128802724e-17
145,145,14.49999999999996,0.0,0.001,0,0,0,-2.269017153626195e-17
146,146,14.59999999999996,0.0,0.001,0,0,0,-2.379710887466767e-17
147,147,14.69999999999996,0.0,0.001,0,0,0,-2.9718939372906726e-17
148,148,14.79999999999996,0.0,0.001,0,0,0,-3.8715557268575835e-17
149,149,14.89999999999996,0.0,0.001,0,0,0,-3.3914672453020426e-17
150,150,14.99999999999996,0.0,0.001,0,0,0,-1.909737791225805e-17
151,0,0.0,4.166666666666667e-05,0.001,0,0,0,0.0
152,1,0.1,4.166666666666667e-05,0.001,0,0,0,-4.2524220074494814e-19
153,2,0.2,4.166666666666667e-05,0.001,0,0,0,-8.615451976839589e-19
154,3,0.3,4.166666666666667e-05,0.001,0,0,0,-1.3109387737309791e-18
155,4,0.4,4.166666666666667e-05,0.001,0,0,0,-1.7747176830181422e-18
156,5,0.5,4.166666666666667e-05,0.001,0,0,0,-2.25444263679965e-18
157,6,0.6,4.166666666666667e-05,0.001,0,0,0,-2.7517287683417013e-18
158,7,0.7,4.166666666666667e-05,0.001,0,0,0,-3.2662054110384563e-18
159,8,0.7999999999999999,4.166666666666667e-05,0.001,0,0,0,-3.7824503468069254e-18
160,9,0.8999999999999999,4.166666666666667e-05,0.001,0,0,0,-4.2498783439333544e-18
161,10,1.0,4.166666666666667e-05,0.001,0,0,0,-4.583610309016205e-18
162,11,1.1,4.166666666666667e-05,0.001,0,0,0,-4.6944825483663325e-18
163,12,1.2,4.166666666666667e-05,0.001,0,0,0,-4.5048308737107735e-18
164,13,1.3,4.166666666666667e-05,0.001,0,0,0,-3.968368741950365e-18
165,14,1.4,4.166666666666667e-05,0.001,0,0,0,-3.085698423322671e-18
