,Step,Time,xb,yb,zb,Bx,By,Bz
0,0,0.0,1e-05,0.007,0,0.0,0.0,0
1,1,0.1,1e-05,0.007,0,-0.0004405953021227,0.0061030796145822,0
2,2,0.2,1e-05,0.007,0,-0.0008910335222402,0.0123557108496633,0
3,3,0.3,1e-05,0.007,0,-0.0013523898753342,0.0187807653476086,0
4,4,0.4,1e-05,0.007,0,-0.0018245340087181,0.0253869280951905,0
5,5,0.5,1e-05,0.007,0,-0.0023071530561953,0.0321818154851446,0
6,6,0.6,1e-05,0.007,0,-0.002799829676485,0.0391704122933912,0
7,7,0.7,1e-05,0.007,0,-0.0033022187142489,0.0463576885530792,0
8,8,0.7999999999999999,1e-05,0.007,0,-0.0038138854992877,0.0537460527117078,0
9,9,0.8999999999999999,1e-05,0.007,0,-0.0043346373831745,0.0613402574520093,0
10,10,1.0,1e-05,0.007,0,-0.0048644773637115,0.0691470984187425,0
11,11,1.1,1e-05,0.007,0,-0.0054031005864993,0.0771681830428911,0
12,12,1.2,1e-05,0.007,0,-0.0059503912547582,0.0854075575967763,0
13,13,1.3,1e-05,0.007,0,-0.0065062467584146,0.0938699626398183,0
14,14,1.4,1e-05,0.007,0,-0.0070705057852254,0.1025589697871931,0
15,15,1.5,1e-05,0.007,0,-0.0076429082127297,0.1114808050905999,0
16,16,1.6,1e-05,0.007,0,-0.0082232337046844,0.1206401725492331,0
17,17,1.7,1e-05,0.007,0,-0.0088113342112939,0.1300401563568049,0
18,18,1.8,1e-05,0.007,0,-0.0094069095502043,0.1396889936249223,0
19,19,1.900000000000001,1e-05,0.007,0,-0.0100097532939233,0.1495888159144624,0
20,20,2.0,1e-05,0.007,0,-0.0106194359754816,0.1597493826919611,0
21,21,2.100000000000001,1e-05,0.007,0,-0.0112359288361148,0.1701731239525724,0
22,22,2.200000000000001,1e-05,0.007,0,-0.011858962179703,0.1808627581727445,0
23,23,2.300000000000001,1e-05,0.007,0,-0.0124879511808974,0.1918280417279398,0
24,24,2.400000000000001,1e-05,0.007,0,-0.0131232375176415,0.2030732259078734,0
25,25,2.500000000000001,1e-05,0.007,0,-0.0137644109482234,0.2146021826554401,0
26,26,2.600000000000001,1e-05,0.007,0,-0.0144102816000544,0.2264224680600865,0
27,27,2.700000000000001,1e-05,0.007,0,-0.0150612982327163,0.2385394585098863,0
28,28,2.800000000000001,1e-05,0.007,0,-0.0157172113940997,0.2509596470155505,0
29,29,2.900000000000001,1e-05,0.007,0,-0.0163779214772723,0.2636852488898806,0
30,30,3.000000000000001,1e-05,0.007,0,-0.017042157033621,0.2767264507337037,0
31,31,3.100000000000001,1e-05,0.007,0,-0.0166212305572295,0.2718727749029287,0
32,32,3.200000000000002,1e-05,0.007,0,-0.0161817425059579,0.2660774996655056,0
33,33,3.300000000000002,1e-05,0.007,0,-0.0157371531893626,0.2599777921744755,0
34,34,3.400000000000002,1e-05,0.007,0,-0.0152897513619955,0.2537710018992243,0
35,35,3.500000000000002,1e-05,0.007,0,-0.0148390686371291,0.2475017186425513,0
36,36,3.600000000000002,1e-05,0.007,0,-0.0143845104596706,0.2411721024086134,0
37,37,3.700000000000002,1e-05,0.007,0,-0.0139253433747104,0.2347732741517516,0
38,38,3.800000000000002,1e-05,0.007,0,-0.0134621342502572,0.2283132480058333,0
39,39,3.900000000000002,1e-05,0.007,0,-0.0129936817022328,0.2217731558800364,0
40,40,4.000000000000002,1e-05,0.007,0,-0.0125206129161671,0.2151609261307267,0
41,41,4.100000000000001,1e-05,0.007,0,-0.0120422029006445,0.2084629026767227,0
42,42,4.200000000000001,1e-05,0.007,0,-0.0115581545320878,0.2016720111897754,0
43,43,4.300000000000001,1e-05,0.007,0,-0.0110689877814783,0.1947931640512638,0
44,44,4.4,1e-05,0.007,0,-0.0105743425407591,0.187817748025106,0
45,45,4.5,1e-05,0.007,0,-0.0100742769997836,0.1807435176600288,0
46,46,4.6,1e-05,0.007,0,-0.0095689092619319,0.1735686364495176,0
47,47,4.699999999999999,1e-05,0.007,0,-0.0090581219876849,0.1662889446748356,0
48,48,4.799999999999999,1e-05,0.007,0,-0.0085420048030557,0.1589020035612065,0
49,49,4.899999999999999,1e-05,0.007,0,-0.0080209390314493,0.151410588227478,0
50,50,4.999999999999998,1e-05,0.007,0,-0.0074943664208127,0.1438025781466112,0
51,51,5.099999999999998,1e-05,0.007,0,-0.0069629443181295,0.1360844733868013,0
52,52,5.199999999999998,1e-05,0.007,0,-0.0064265036672864,0.1282508007862585,0
53,53,5.299999999999997,1e-05,0.007,0,-0.0058850838396957,0.1202972666084351,0
54,54,5.399999999999997,1e-05,0.007,0,-0.0053386351094107,0.1122222241119085,0
55,55,5.499999999999996,1e-05,0.007,0,-0.0047878545675546,0.1040312738007932,0
56,56,5.599999999999996,1e-05,0.007,0,-0.0042318205852163,0.0957119024028993,0
57,57,5.699999999999996,1e-05,0.007,0,-0.0036713821606188,0.0872707581566994,0
58,58,5.799999999999995,1e-05,0.007,0,-0.003106440287341,0.0787044152478585,0
59,59,5.899999999999995,1e-05,0.007,0,-0.0025365678838317,0.0700079393276427,0
60,60,5.999999999999995,1e-05,0.007,0,-0.0019620625865399,0.061182009774662,0
61,61,6.099999999999994,1e-05,0.007,0,-0.0013833758562252,0.0522252633833918,0
62,62,6.199999999999994,1e-05,0.007,0,-0.0008003019484795,0.0431345428278589,0
63,63,6.299999999999994,1e-05,0.007,0,-0.0002125735162738,0.0339022633924159,0
64,64,6.399999999999993,1e-05,0.007,0,0.0003795779774933,0.0245415864083263,0
65,65,6.499999999999993,1e-05,0.007,0,0.000976077713272,0.0150327521377551,0
66,66,6.599999999999993,1e-05,0.007,0,0.0015764701518942,0.0053848762850535,0
67,67,6.699999999999992,1e-05,0.007,0,0.0021811291134183,-0.0044103256283452,0
68,68,6.799999999999992,1e-05,0.007,0,0.0027893559137861,-0.0143517447267905,0
69,69,6.899999999999991,1e-05,0.007,0,0.0034018240955833,-0.0244461827705283,0
70,70,6.999999999999991,1e-05,0.007,0,0.0040187758259666,-0.0346838298600102,0
71,71,7.099999999999991,1e-05,0.007,0,0.0046388659131504,-0.0450769198318031,0
