0,1
1.5026621,1.4669389
2.255346,1.2911547
1.2478387,2.1395736
1.3735673,2.2232182
1.597173,1.5409677
1.1523976,1.2736392
1.1408365,1.0846363
1.108241,1.0056832
1.1772978,0.956562
1.1029139,0.93595934
1.0220413,1.062077
0.92861855,1.2575998
0.90783966,1.2746661
0.8916488,1.0339597
0.7524578,0.73367995
0.64411694,0.5880277
0.6182194,0.52428776
0.65726244,0.507013
0.49879035,0.6189479
0.4098448,0.84398764
0.55557126,0.75071365
0.3429522,0.51174265
0.30603382,0.36156365
0.2913745,0.28609252
0.28738168,0.27567798
0.3053585,0.45077673
0.26488352,0.625503
0.2377925,0.5343594
0.27388588,0.23818327
0.22825345,0.15748718
0.30170926,0.19935393
0.2632043,0.64233047
0.24674538,0.87952733
0.34102625,0.38503262
0.19448167,0.13720481
0.36146614,0.13777593
0.25413498,0.3741931
0.17466931,0.72162324
0.32253024,0.4054444
0.15864041,0.14541721
0.14982244,0.10021757
0.19288266,0.1376632
0.14216727,0.31066382
0.15067458,0.34003967
0.121365905,0.20620665
0.11446815,0.1462557
0.10404738,0.16001534
0.110875286,0.19886954
0.100097805,0.21992728
0.1040266,0.16666973
0.0804868,0.12266283
0.12335857,0.16961531
0.07822731,0.23788957
0.1004835,0.20035833
0.08760447,0.16498178
0.09689275,0.13212626
0.07725297,0.13220972
0.07217598,0.23037724
0.0833923,0.18773387
0.07188525,0.1326756
0.06873288,0.1321147
0.06421754,0.21891044
0.0637031,0.23187028
0.060547218,0.17062753
0.06053987,0.072959214
0.07075804,0.12040236
0.051606603,0.21665841
0.067354724,0.25094834
0.07948672,0.08614912
0.090258494,0.10360465
0.060917843,0.22576116
0.053031214,0.21041435
0.04448521,0.15639326
0.044248816,0.122025535
0.047897547,0.09436605
0.058233608,0.16014725
0.048242684,0.18536562
0.04692056,0.16947487
0.055203848,0.18249673
0.045866396,0.119796515
0.05210226,0.08613081
0.05895114,0.14345397
0.04324457,0.15499938
0.048091773,0.060083635
0.065313816,0.15842277
0.05079652,0.20528872
0.046932902,0.095386654
0.049596425,0.18655667
0.044690274,0.16874845
0.04987037,0.110162064
0.056253318,0.17339444
0.04497977,0.09493274
0.04872295,0.10471813
0.039622843,0.16489464
0.036639124,0.19836493
0.042470187,0.08973149
0.05723206,0.212761
0.04161095,0.18163928
0.047336422,0.09542093
0.030953443,0.07373128
